2007,41.644612,-87.60449799999999,1
2007,41.659112,-87.53869300000001,5
2007,41.662014,-87.72460799999999,7
2007,41.673408,-87.599862,36
2007,41.678618,-87.559308,1
2007,41.680946,-87.535198,3
2007,41.682587,-87.707973,1
2007,41.686398,-87.531635,3
2007,41.688324,-87.676709,8
2007,41.692555,-87.598865,1
2007,41.702723999999996,-87.536497,6
2007,41.704336,-87.70373599999999,1
2007,41.704572,-87.56566600000001,9
2007,41.717753,-87.531657,0
2007,41.719059,-87.675088,0
2007,41.720848,-87.666014,1
2007,41.721474,-87.648064,1
2007,41.723195000000004,-87.64997,1
2007,41.725516999999996,-87.61425799999999,1
2007,41.726465000000005,-87.585413,16
2007,41.729669,-87.582699,2
2007,41.731922,-87.677512,6
2007,41.732984,-87.649642,2
2007,41.733643,-87.55551,0
2007,41.737052,-87.54306700000001,0
2007,41.740641,-87.546587,3
2007,41.74785,-87.70271600000001,0
2007,41.750498,-87.605294,0
2007,41.754292,-87.590773,1
2007,41.754676,-87.612922,1
2007,41.759346,-87.745602,1
2007,41.766202,-87.562889,0
2007,41.768388,-87.678649,0
2007,41.77166,-87.703047,1
2007,41.772846,-87.740029,1
2007,41.773215,-87.60088,2
2007,41.775051,-87.65535600000001,0
2007,41.776156,-87.778927,3
2007,41.778296999999995,-87.752411,3
2007,41.778748,-87.586427,0
2007,41.781416,-87.77653199999999,0
2007,41.794781,-87.615989,0
2007,41.797616,-87.797894,2
2007,41.798697,-87.736812,4
2007,41.799282,-87.585487,0
2007,41.800737,-87.71188000000001,1
2007,41.801179,-87.679447,4
2007,41.801497999999995,-87.763416,0
2007,41.803422999999995,-87.642984,6
2007,41.821582,-87.62779599999999,2
2007,41.822536,-87.66634300000001,2
2007,41.823065,-87.67837800000001,0
2007,41.82561,-87.726549,1
2007,41.825902,-87.667827,0
2007,41.836644,-87.677737,1
2007,41.837084999999995,-87.729384,1
2007,41.843810999999995,-87.686763,0
2007,41.846075,-87.716277,1
2007,41.846283,-87.656913,0
2007,41.852652,-87.719887,0
2007,41.857402,-87.694991,0
2007,41.862292,-87.64886,1
2007,41.867108,-87.654224,2
2007,41.868077,-87.666901,2
2007,41.868142,-87.696269,0
2007,41.869107,-87.69629300000001,0
2007,41.869215999999994,-87.627561,0
2007,41.883284,-87.705085,0
2007,41.891118,-87.65449100000001,0
2007,41.891126,-87.61156,0
2007,41.896282,-87.655232,1
2007,41.899229999999996,-87.716788,0
2007,41.903002,-87.68826700000001,3
2007,41.906638,-87.701431,2
2007,41.907645,-87.760886,0
2007,41.911823999999996,-87.726737,1
2007,41.916265,-87.800515,1
2007,41.918704999999996,-87.752329,2
2007,41.919343,-87.694259,0
2007,41.921177,-87.79518,1
2007,41.9216,-87.666455,3
2007,41.921965,-87.632085,0
2007,41.923738,-87.785288,0
2007,41.932094,-87.700117,0
2007,41.94016,-87.794896,2
2007,41.942114000000004,-87.776385,2
2007,41.944869,-87.832763,7
2007,41.948167,-87.730698,0
2007,41.94983,-87.69845699999999,0
2007,41.953067,-87.776792,1
2007,41.953705,-87.733974,0
2007,41.95469,-87.800991,8
2007,41.958271,-87.702575,0
2007,41.960615999999995,-87.777189,0
2007,41.961743,-87.76007,0
2007,41.962728000000006,-87.748367,0
2007,41.963976,-87.69181,2
2007,41.964242,-87.757639,4
2007,41.966986999999996,-87.674677,0
2007,41.970248,-87.787992,4
2007,41.974089,-87.824812,4
2007,41.979243,-87.750938,0
2007,41.981964000000005,-87.812827,3
2007,41.984809000000006,-87.728492,0
2007,41.986921,-87.689778,2
2007,41.990284,-87.797127,4
2007,41.991429,-87.747113,2
2007,41.994469,-87.667736,0
2007,41.994991,-87.769279,0
2007,41.999128999999996,-87.795585,6
2007,42.006858,-87.675919,0
2007,42.008314,-87.77792099999999,5
2007,42.010412,-87.66214000000001,0
2007,42.011601,-87.81150600000001,7
2007,42.01743,-87.68776899999999,0
2009,41.659112,-87.53869300000001,1
2009,41.662014,-87.72460799999999,0
2009,41.673408,-87.599862,0
2009,41.678618,-87.559308,0
2009,41.680946,-87.535198,0
2009,41.682587,-87.707973,1
2009,41.704336,-87.70373599999999,2
2009,41.704572,-87.56566600000001,0
2009,41.720848,-87.666014,0
2009,41.723195000000004,-87.64997,0
